,LABEL,COMMENT
3264,GM,Public ne address khabar che police ne khabar nathi fariyad Karo to address puche ane raid pahela Jan karide accident ma manasho mare eni chinta sarkar police ne che aani nathi haptakhor chor police desh be aavi police thi bachavavo jaruri che traffic rules ne badle as control karo
3271,GM,Congrass na bhikhario ne anam jove 6e
3278,GM,Juna cakra ta umarapada ma avi ne pani ni samsya ne vise vat kar
3281,GM,Ghanto aapse hath ma
3284,GM,Khedut mate tarpatari joiye che to mare te malwanu  anjani plastic kadodra  n.h . 08 OPP JJ COMPLEX
3285,GM,B j  p Aavese 6
3286,GM,Anyway badha samaj ne aapo
3288,GM,Khedut nesutaklifse aenetopusijuo
3289,GM,Reshma Patel ne pucho ke tane atli khabar hati to pahela patidar andolan ma Kem jodai jati. Pote je che te tene hardik ma dekhay che
3290,GM,हादीँक अने कोगे्सनी ऐक चाल छे पाटीदारोने लोलीपोप आपी दीधी
3292,GM,Hardik patel congress no papudo 6
3293,GM,Hardik patel moto randiyo 6
3298,GM,Varsad Na samachar Kutch ma
3299,GM,Congress lollipop apshe
3301,GM,ग्ंत्टा  अनांमत  आपसे
3304,GM,AA BEN HASTA HASTA PRESS RELEASE KARE CHE MANAVTA KHAREKHAR MARI PARVAROI CHE SHAMED YOU MEM
3305,GM,"Talati Na hadtal Na news  
 Tamari news par j nahti aavti"
3306,GM,Lekhit ma aapo
3313,GM,loli pop api didhi Congress a  ebc to bjp pn apyu tu
3319,GM,aa lapoda nu kai thavanu nathi...public badhu samji gayi che have
3322,GM,Khedut na prano sitha kalektar ne sitha sabhan  koi rok tok n hovee joiye
3323,GM,Bjp ne majbut karse hardik
3325,GM,dagodra vasad haywe kayare kam chalu thase aa sawal midiya kyare sarkar ne karshe ?
3326,GM,bjp khedut ni dushman 6    jai javan jai  kissan
3327,GM,Lok geet mavali moraliye no link moklavjo
3329,GM,Patelo koyi divas congres ne vote aape j nahi murkhao aa vichari ne chale
3330,GM,Sc st anamat vadharavi nahitar dalito dalistan mate aadolan karase
3331,GM,Complicated case ma hoy J
3332,GM,Juna cakra ta umarapada ma avi ne pani ni samsya ne vise vat kar
3333,GM,Ghanto aapse hath ma
3334,GM,Pass  napass
3336,GM,tmam vibhago ma bhrasthachar thai rahyo che e batavi
3338,GM,Jya sarkar bani che tya Lolo rove che ane a topavo ahiya loko me ullu banavine vot Kar rite leva Anu planing Kari rahya che
3339,GM,CONGRESS  PATELO NI ANAMAT AAPSHI. bhikhari dan aapshi
3343,GM,थराद  डीसा  हाईवे  फोर  लेन  आटलो  धीमी  गती  केम  चाले  से
3344,GM,बनास काठा  ना    गामडा  मा  विधवाओ  माटे  आगणवाडी  मा  भरती  करो   विधवाओ  माटे  सारू  काम  थाऐ
3347,GM,Congrass na bhikhario ne anam jove 6e
3348,GM,Have congrass mukt Gujarat these only bjp rahse
3349,GM,Hardik ledhi patedaro ne moto nuksan dekhay chhe
3350,GM,SPIPA ni exam ne assistant depot manager ni exam same time  rakhi 6..have amare kai exam apvi..ano kaik prashno uthavo ne
3352,GM,"KOGRESS  ALTE VIGNA KARTA PAKSHA,KOINU SARU NA ICHHE."
3353,GM,Amara area ma pan aavo etv vada varsad jova
3360,GM,gandhinagar ma jordar varsad chhe
3363,GM,Bhrashtachar hatao
3364,GM,"Bjp hatavo, desh bachavo"
3366,GM,Radhanpur ma Raghu Bhai Desai na ticket Oppo
3367,GM,Paper lic thayu te batvo.....
3368,GM,exam cancal ya to sarkar cancal
3371,GM,Gujarat ma Lrd ne baheno na gandhinagar ma andolan kare se to please Etv news tya jav ane tya baheno puso ke tame sa mate andolan karo  
3378,GM,Jiya police public ne mare che e news batao ne public ne target karvanu bhund 
3379,GM,Karo hame hamra Hak.mate ladiye 6
3380,GM,AAUJ thau joiye
3386,GM,Haji police ni bharti no karta ho
3388,GM,Maro aa  mc ne
3389,GM,Jadeja ne moklo amdavad ma darbaro police ma joy
3390,GM,Be jan ne shoote karya e nathi dekhatu
3397,GM,Aava a samajik tatvo ne to mari nakhava joia
3398,GM,Goli maro aava loko ne. Ava loko. Ne kapva pase
3399,GM,Public ne police par trust che j nahi.public ne khabar 6 mota guda vo police vada j 6.
3400,GM,Salayo ne faring
3402,GM,Moblynching thayi tyare tame kya hataa
3403,GM, Ahina MUSLIMS ne ek aanch nathi aavvani.  
3406,GM,Phela police ae je lathi charge kariu aeto batay dhofa
3407,GM,Aa badha ne khado Pakistan ma tameta khava .😆
3408,GM,Anu indiya ma su kam che dofovnu.
3410,GM, to shu aa pradashan PAKISTANI & BANLADESHI GHUSHANKHORO-ROHIGYAO mate hatu???
3411,GM,aa 100% bangadeshi K pakistani muslims hova joiye. 
3412,GM,saghan cheking thavu joue. 
3413,GM,Khotu thae rahyu che...police janta na bachav mate che... aarite marvu vyajbi nathi
3415,GM,Tyani janta su kare 6 maro ani mane koi a to agal avu j padse bhai
3416,GM,Ava time hindu ekta batavi joiye ava loko gar ni bat nikadi nai sake
3417,GM,Aamara Javano Par Tame paत्थर मारों करो Chho
3418,GM,Maro
3419,GM,Ukat batai police system ne ...aa patelo nathi k chodi dese.... Jao. Maro ne ane khaber pade
3421,GM,Ye kya bekufi  hai goli kyu nahi marate marne walo ko
3422,GM,Godi midiya
3434,GM,Udavi di miyaone bhu traaassss che
3437,GM,Ani mane firing chalu kari do
3439,GM,Salao ne have kapvaj padse 2002 ni jem
3445,GM,Bhai police potani duty kare che kem maaro cho
3446,GM,91 dislike  vala pathar marva vala chhe
3450,GM,Barabar kru
3451,GM,Barabar kru
3452,GM,  Jo dhamal thyi to tamne hve govt.  Taraf thi koi support nhi mle...  Muslim bhaio.....  Kapayi jso badhaj.....
3453,GM,Hve dhamal thse to 1 lac muslim ni saame 1 cr.  Hindu 6e and 1 lac police karmi.....
3454,GM,Muslim bhai tme aavu kro pa6i jyare dhamaal thay tyare tme ko6o ke police...  Netao badha hinduo ne support kre 6e.... Muslimo ne kaapvama to..... Kre j ne tme aaavu kro to.....
3455,GM,Thodak aava muslim ne lidhe...  Aakhi kom ne saja malse.
3456,GM,Maro aa badhay ne bc.. fayring Karo udavi dyo amdavad ma 6e ae tamamne
3457,GM,Golimaro maro aava loko ne
3459,GM,Goli maro sar
3460,GM,Aakha desh ma Kashmir jevi  sthiti jarvaa mage che aa sarkar .
3461,GM,"Jagyanu Nam Brbr Suit Thay6 Ho...  
 ""Shah"" Aalam '  
 Tadipar SHAH ne khbr pdi gyi Hse Loko no Gusso 😜😜"
3464,GM,Plz yr police no su vank che Yar😥
3466,GM,indina na bhai ne ek j vat keva magu su ekta karo badha...
3470,GM,Ava loko ne 6oday nahi..
3471,GM,Aa police na karmo no nuksan chhe
3473,GM,Modi ji musalmanon par Vishwas mat karo  dhokebaj hote he salo ko goli maro
3479,GM,Ha kinjal ben ni mojjjjjjjjjj
3480,GM,Gjb song
3483,GM,Nice song ha gate to zindagi gi gate 😍😍😍
3485,GM,Bakvash
3498,GM,Kai na ghate
3501,GM,Jabardast 😝 song
3515,GM,Mauj mauj
3517,GM,Ha moj haaa
3529,GM,Gani khamma from jodhpur ..... Love this song
3532,GM,Bhot acchho laage chhe yo gaano
3536,GM,Mast song
3539,GM,Tamaro avaja . Ane song jordar che
3541,GM,Wha wha😃😍
3547,GM,Fukrey
3548,GM,"gujrati tensanma hoy che, bro,tmne su khbar😫😫😫😫😫😫😫😫😫😫😫😫😫"
3549,GM,su karvu kai gamtu nahti😩😩😩😩😩😩😩😩😩😩👩‍🚒😩😩😩😩😩😩😩
3551,GM,Gujrati ne kho ke na kho ae to moj maj hoy sachu kidhu ke nahi😎😎😎😎😎😘😘😘
3554,GM,Ha moj ha
3555,GM,Super song sounds nice Aavaj
3567,GM,Vakkas
3568,GM,Shahi bat he jishki wife ho char pahiye vali gadi honi chahiye
3597,GM,Hevyy che
3598,GM,Dheeraj rajbhar
3599,GM,Nick song
3600,GM,"I'm from Rajasthan but I like this song  
 Amazing n wonderful"
3601,GM,I am from Rishikesh Uttarakhand...U most love this song...
3618,GM,2019 me fir ak baar kis kis ko sune ka man kiya
3619,GM,Maro favorite ganno
3624,GM,૨૦૨૦ Kon Kon video joy che
3637,GM,Vah vah
3639,GM,2020 ma a song kon sambhde che
3640,GM,"Baby risani se. Bhai  
 Have nai mane  
 Jav do."
3643,GM,Wa boss wa
3646,GM,Kone Kone aa song passed che 😘😘😘😘😘😘😘 it's a amazing song 💘💘💘💘💘💘
3648,GM,Mud MA nathi se
3656,GM,Bebay.mud.ma.natji
3662,GM,Beby mood ma no hoy to beby ne mono koto paav etle mood ma aave Bhai
3665,GM,Majbut bahi
3668,GM,"Wah.........  
 Gujarati che ho.......  
 Bakiiiiiiii"
3693,GM,Bebe ne vadiye lay jav mudaavijse
3696,GM,Jordan che
3703,GM,😍😍😍😘😘😘😘😎😎😎😍😍 Joordar super song
3704,GM,Tara   gharma   Badhay  mari  same  modhu   bagade   aetale have  mud ma nathi avu
3706,GM,Ha umesh bhai kai no ghate ho 1 no. Love u bhai 😘😘😘
3722,GM,"Veera ne ke ne mummy  ne pn sambhade 😝 
 #offend    😂😂😂🤘"
3735,GM,Rdvu aavi gyu..
3747,GM,.but Kudarat no niyam che k jene tame vadhare prem karo a tamara thi dur j jase
3749,GM, Kem jay Ghar chhodi koi dikri  potana maa baap chhodi
3750,GM,Khare khar gujrati no jamano avyo avu lage aa badha gujrati song joi ne jabru song banavyu 6e 👌👌👌👌👌👌👌
3754,GM,Mst
3759,GM,Jene  Bhai nath Ben nth e Kone ke aa vedna 😔😭
3775,GM,Tu chamkto chand re ❤️👌
3780,GM,Veera Mara bapa ne sambhad je 😭😭
3782,GM,Mara marriage ne 29 yrs thaya haju pan atyare aa joine khub radi
3784,GM,Di tame ek video dance no aaj song par banavo plz
3791,GM,You are voice of gujarat...so sweet
3807,GM, aa feelings sabdo ma explain na thai bv j saras
3813,GM,Mara bhen ni yaad aavi gay😢😢😢😢
3818,GM,Ha havaj ha
3820,GM,Ha moj ha
3821,GM,Ha baap beta ni jodi tame to aapda muli nu name rosan kariyu
3822,GM,Muli ma ek dayro karva aavo baap beta bey aavjo
3828,GM,"Bhai... Bhai... Aa to Amaru Surendranagar nu... Gavrav che...!!!  
 
 Jay Mataji...!!!"
3833,GM,"Kuto no kevay,  saavaj to saavaj kevay."
3837,GM,Va Vira va ......Jay vadvala dev....
3838,GM,Ha kaviraj
3841,GM, Sachee j bauu j mast aavaaj chhe  
3842,GM, Hu tamaro bauu moto feen chhu  
3845,GM,Su yr..a loko..kyathi ave ch...jordar....yr a  kalakro agad apdi okat nati😍
3851,GM,Ha Charan ha
3852,GM,Aa aapni sanskriti che
3853,GM,Wah Adityaji maja avi gai.
3855,GM,Jordaaar.....  Kadak bosss...  🔥
3857,GM,Jyare Kaviraj jeva yuva kalakaro dil redi ne aavi rachana ne nayai
3858,GM, tyare ruvada ubha thai jaai!
3859,GM," Wah Kavi, Wah Kavi raj!"
3860,GM, Dhanya che tamara maa Gujarat pratya na prem ne
3861,GM,pase thi gyan laai ne aap aapda bhavya culture ne jivant rakho cho!
3866,GM,Ha charan bhai moj moj
3867,GM,"tmari ""sapna vinani akhi rat"" ahi khechi lavi saheb....gajab awaj prabhu khub safalta arpe...🙏🙏"
3875,GM,Va gadhavi bapu va
3876,GM,Full moj ho bhai
3879,GM,Em pan tmara darek song mne gme  sir che hanslo and hellaro movies nu song pan
3883,GM,Adbhut!!
3884,GM,Ha charan Ha
3886,GM,Saras
3889,GM,"wahn wah havaj haaaaaa 
 wah wah"
3891,GM,Adbhut music and background ma sinh nu prakaran jordar
3892,GM,Ha moj ha
3893,GM,Moj pade gai... Va gujrati va
3894,GM,Game ten pan chhe to amaro chharn
3895,GM,Mor na enda chitarva no pade
3896,GM,ha maldhari ni moj
3897,GM,Awesome boss jordar moj padi gai 👌👌
3898,GM,vah kaviraj vah ruvada ubha kari naykha ho jamavat
3899,GM,Muli nu Gaurav aeva adityabhai ni jordar kruti 👌👌💥🔥🦁🦁
3902,GM,Wah mara gadhvi bhai wah…
3903,GM,Super ha gujrati
3904,GM,Mukhdo sambhdi ne ruantha ubha thai gaya. 
3909,GM,Vah moj vah
3917,GM,Maaf karjo pan original composition Ni same aa na aave Saheb gadhvi chho je gaso e Mithu lagse pan original ne original revado 🙏Jai mataji
3923,GM,Ha Havj haaaaa
3924,GM,Vha Bhai vha Gir ane aek Vat aje akhu Bharat jovey
3936,GM,var ni maa gai Che doovare😁😁😂😂ano baap betho rova re 🤣🤣🤣🤣
3937,GM,Aa to om bariya chhe ne va bahi from morbi va
3938,GM,Khub Saras
3939,GM,Are wah aa geet ma Om Ane vanshu pan chhe .....
3942,GM,Mota
3943,GM,Apono ke due
3944,GM,Aa song tame gayu chhe??
3953,GM,Gujrati Basha ma I love
3976,GM,Sara's che
3980,GM,Wah jordar Song  chhe ben
3983,GM,Jordar song baki 😎😎😎
3991,GM,bavj sarass ❤️❤️
3992,GM,Mai aa song download Kari lidhu and ketli vaar jov chhu and dance pan siki lidho😋
3995,GM,Bau j mast yaar 
3996,GM, Majaa padi didhi 
3997,GM, Je laheka sathe gaayu 6 🤣🙌🏼 
3998,GM, Masti thi bharpur 👌👌👌 
3999,GM, Haji Ava juna songs nu mash-up karine bija banavo  
4003,GM,Akhu song puru thai gayu pan sali var ni ma na avi...
4008,GM,Hi. Om mane Tamara mobile nomber aapasho
4017,GM,Ha moj ha Gujaratit ni moj ha ha maru Gujarat ha
4021,GM,Guys Mari channel ne upgrade krva ma madad kro thodi khali mari profile pr click kro
4028,GM,Ha viski Ha
4030,GM,Girls log su pive emne taklif thay to ☹️😢😭😭😓😢😢❤💔
4033,GM,"Bevafai karva vala ne nathi mafi 
 Maf kari ne pachu kare atle kevay ne marathi ma ek kahevat che 
 Chu ki la mafi nahi ♥️🙏😍🤗✌️"
4034,GM,Majbut Bhai
4035,GM,Ha jiga Ha
4043,GM,Ha moj ha  💔💔💔💔
4050,GM,Ja moj ha
4055,GM,Bevfa     janu
4056,GM,Nice song bhai lief time super hit che bhai
4062,GM,Ha bhai ha
4066,GM,roj 2 var
4070,GM,Bewafa sanam 💔
4074,GM,Life time sudhi chalse jiga bhai nu song
4079,GM,Super bhai jignesh
4081,GM,zindagi ek dard bari 6
4083,GM,JIGNESH BHAI BIJU EK AAVU SONG BANAO BHU SUPERB CHE BHAI BHU SUPERB
4087,GM,Kon kon aa Song's 10.2019 ma sambhle che
4088,GM,Baia  nice
4089,GM,1500 thi vadhare sanbhlu aa song
4095,GM,Jignesh Kaviraj - Hath Ma Chhe Whisky (VIDEO)| Bewafa Sanam | Latest Gujarati DJ Songs 201
4096,GM,bo maherbani bewafa
4102,GM,jordaar
4108,GM,Jordar Jignesh Kaviraj
4110,GM,"Bewafa Nu Naam aapi Ne Ketalay sokra ne Daru pita sikhavadyu,  wow jignesh kaviraj Gujarat ma Daru Band Nai Thavade"
4127,GM,હા ભાઈ જોરદાર
4129,GM,Dil ma
4133,GM,1 time yaad
4138,GM,hu sanbharu chu bhai  nama maru ravikumar patni che
4140,GM,Bahu mervani ..............👌
4154,GM,Haa saar sachi vaat love kyre na karay
4156,GM,Koy prem na karata
4164,GM,Va bhai mst
4171,GM,Masat song gujarati
4185,GM,Maru brake up 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
4188,GM,Aana karta badla leva mate etli mehnat karo ke ki bewafa no pati taro chamcho bane
4189,GM,Jordar song I love you janu
4191,GM,Bhai nice song 6 aato 2050 sudhi chale
4192,GM,pehli var mali tar mitu boltiti supar laen
4197,GM,Jignesh Kaviraj - Hath Ma Chhe Whisky (VIDEO)| Bewafa Sanam | Latest Gujarati DJ Songs 2017
4203,GM,Mst👌👌👌👌👌💢💝💓💔💋❤💘❤💞💥❣️💌
4207,GM,Gujrat to dry State che ne🤔
4210,GM,"2019 ma pn kon kon sambhre chhe 
 👇👇👇👇👇👇 
 
  hit like"
4213,GM,Bhu taklif pade se
4214,GM,Love koy karso nae bhai
4217,GM,"Kon kon haji AA geet sambhde se 
 Pub g ae pan aavi dhamal Nati machavi jetli AA song ae vagadi hati 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔫"
4221,GM,Ame nathi jota 2019 ma
4222,GM,Aje pn atuj gum ape chhe a geet jetlu peli var apyutu .... one of my fevret song!!
4229,GM,Khatarnak Song
4230,GM,Bapu bapu ha moj😥
4249,GM,Bob mehar bani😭😭😭😭
4251,GM,Konti movie che
4255,GM,Bo mast che aa song bhai avaa sad song aju recoding karjo 😔😔😔😔
4263,GM,Very nice song bhai Gujrat atle Gujrat bhai
4270,GM,Mari bewafa yaad aave che
4271,GM,Jignesh kaviraj bhai tume malava ua
4285,GM,FRIENDS HOY TO MY CHANNEL SUBSCRIBE 
4289,GM,👍Han Vijay suvada hath ma re moj 👍🌷🌹🥀♥️💘💜💞💞💓
4290,GM,Bechar thakor nu song lavo aa channel par super hit rahese
4294,GM,Aane true love kevay yar
4305,GM,la mava kadhi ne gav-- hindi sarkhu sikho pachi gav--- gujrati j chale lo* *
4307,GM,ha moj ha
4313,GM,WAH WAH VIJAY SUVADA JABBAR SONG CHHE
4319,GM,Super👌👌👌👌👌👌👌Vijay bhai kevu pade??????
4324,GM,Bevafa
4334,GM,Ha mojjj
4335,GM,Sir ji 🙏 Jay Maata di 🙏 1 song record charge ketlo thato hoy che mane janavso please 🙏
4351,GM,"દુવા મે યાદ રખના અપના ખયાલ રખના 
 સુપરહીટ સેડ સોગ"
4361,GM,Gujrati ne kho ke na kho ae to moj maj hoy sachu kidhu ke nahi😎😎😎😎😎😘😘😘
4368,GM,Gujarati to mozma j hoy....Barabar ne vala😇😇😇😘😘😘
4369,GM,Gujarati hoy to hit like kari do....💝💝💝💝💝💝❣️❣️
4381,GM,Khali Nam kafi che kinjal dave💝💝💝
4382,GM, pache hit j hoi vala ghate to jindagi ghate bake kai no ghate moj ha moj jordar ho Bapliya 😀☺
4383,GM,karjo ho mitro…
4385,GM,Amazing khabar bhai
4386,GM,Hahahaha kamar ma chimto bhayro. .so funny....
4388,GM,Bapuji kayk sheda ada done......ðŸ˜‚ðŸ˜‚ðŸ˜‚
4389,GM,Una hooo
4390,GM,Ha moj ha khajur bhai
4392,GM,Khajur Bhai hu to tamari divani chu and tamari video naðŸ’•ðŸ’•ðŸ’•ðŸ’•ðŸ’•ðŸ’•ðŸ’•
4393,GM,Kammar ma chityo supperb line maga aavi gai
4394,GM,Jordaar khajur bhai....
4395,GM,Ha moj ha
4396,GM,Kathiyawadi language tone j mast conedy creat kare
4399,GM,Pagal java natak karvanu bandh kari divo
4400,GM,Kem Bhai me su karyuðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£
4401,GM,Ha moj ha
4403,GM,khjur bhai Tame Ak Vikram thakor no rol karo
4405,GM,Jaj shaheb jordar Che..ðŸ˜‚ðŸ¤£ðŸ˜„
4406,GM,Ha khajur bhai ni moj ha
4407,GM,Am ankit mast videos
4408,GM,Vah Diu vara Che am na bhai bhai
4409,GM,Khajur Bhai ni sarakar
4410,GM,Sars
4411,GM,Bhai bhai cinema hall no video karo ne
4413,GM,#Bhai_Aano_bijo_part_pn_jarur_thi_banavjo_!
4414,GM,Aavu to kyah hotu hase
4415,GM,Bakvas
4418,GM,Gj.20 vala Dahod.na.Divana.
4421,GM,Penda to una ni baju ma jamvada na. Khajur bhai
4422,GM,Oh khajur bhai hu pan una noj chhu ane a.r.bhatt maj llb kari rahyo chhu 
4423,GM,Ha Hamara una ni moj
4424,GM,Khajur bhai no divano ho
4426,GM,Bhai ahi aavo polo forest ma shooting mate maja avse
4427,GM,Bhai malvu che ek var plz himatnagar aavo k hu avu malva
4428,GM,Kevu pade ho
4429,GM,Jordar khajur bhai
4431,GM,tame mara thi mali sako chho hu tamaro fan chhu
4432,GM,BakvaðŸ˜Ž
4433,GM,E bay bhagi gyaðŸ‘ðŸ˜ðŸ˜†ðŸ˜†ðŸ˜…
4434,GM, aa advocate ni tohin Kari 6
4436,GM,Super duper bhai
4437,GM,Kadak bhai
4445,GM,Dance puro thava doðŸ˜ðŸ˜ðŸ˜
4446,GM,jordar bhai
4447,GM,Look at the judje ðŸ˜†
4448,GM,jordar nu video.. bahuj bahuj maja aavi
4449,GM,Atyr sudhi no best video..Jaj saheb acting jor...ðŸ˜€ðŸ˜€ðŸ˜€ðŸ¤£ðŸ‘Œ07:10...ðŸ˜‚ðŸ˜‚ðŸ˜‚
4450,GM,khajurbhai hu tamaro fan chhu.....
4451,GM,jo khajurbhai na fan ho to please like karo
4455,GM,jordar khajur..... aavo ghare
4456,GM,Subscribe Karo khajur bhai
4461,GM,Bekar Che video....floppppp
4462,GM,Lal bhai real ma chhokri lage chhe cute girlðŸ˜‚ðŸ˜‚
4463,GM,Vah kajur bhai vah
4464,GM,Plush tamari sathe one selfi
4465,GM,Amara Vijaynagar ma avo video utarva
4468,GM,wha khajur bhai wha......
4469,GM,Surti bole to j maja ave bhai
4471,GM,Ha moj
4473,GM,Jordaar khajur bhai
4474,GM,Khub sars Bhai...
4475,GM,Mari 3 vars ni baby girl tamari bu moti fan che te jyare pan YouTube
4477,GM,Subscribe Gujrati choro
4478,GM,"""Gujrati choro"""
4479,GM,Vidio hoy to khajur bha jevo nakan nahoy
4480,GM,khjur bhai  tamari video joined kariliyo tena YouTube ma Sach kari sunlight channel aa jovo amari  vinanti che tamine
4481,GM,Maro bhtrijo ne bahu sokh che video baanavano 
4489,GM,Jordar.
4490,GM,Bhabhi ne khabar na padva deta k tme bhagya ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚
4491,GM,open kare tyare tamaraj video joti hoy che....
4494,GM,jordar
4495,GM,Vahiyatttt
4496,GM,una kyare avya hta khajur bhai
4497,GM,Banchan bau divase dekhyo
4498,GM,Aa hd kem nathi
4499,GM,Vahhh khajur
4500,GM,G.r.d. police ma Rakhi yo lage. Che khajur Bhai a ..
4501,GM,Eak bhai rajkot riya road par re che
4502,GM,Khajur bhai nakli bachna hare comady video banvo
4503,GM,Are mast ho
4504,GM,New song kyare avano
4505,GM,Bhi tame time na pakka nathi yaar video na aavyo new song
4507,GM,Mari chenal ne subscribe karo
4509,GM,Ketlil raah jovdavsho
4510,GM,Song kyare muko chhe have jaldi muko ne bhai
4511,GM,Kem 6 bhai
4513,GM,..una kevu lagyu moje moj .jay shree krishnaðŸ˜…
4514,GM,Me maru colleg (bca) education  A R bhatt ma karelu  
4515,GM,Hello khajurbhai kem so A R bhatt colleg  ma pehla function pachi show pan jordar ... 
4516,GM,Aama background voice je edit karyo te bov j mst chhe.
4518,GM,Bhnvama dhyan aapniðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜
4520,GM,Jordar
4524,GM,Khajur bhai e khajur bhai ho eni pachal amitabh bacchan ubha che bhaiðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£
4525,GM,Khajur Bhai tame to Garjuda cho
4526,GM,Jabar dast  majja  padi gaiðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚
4528,GM,Are yaar aa ky line ma chadi gya 
4529,GM,Kykk alag banao
4530,GM,Aa chij tamam loco banave Che.
4531,GM,But aa jaj saheb nu mo kem nai dekhatu
4532,GM,jordar video khajur bhai
4535,GM,Ha moj ha
4537,GM,Hu bathi 6u
4538,GM,Khajuraho bhai na fans like karo
4539,GM,Wah..acting jordar all character..
4541,GM,Ha moj ha khajur bhai
4543,GM,vandra vado vdo dekhato nathi have? Kem aem?
4544,GM,Mst video khajur bhai
4545,GM,Ha maru una ni moj ha
4546,GM,"Vaandro pakdayo ke nai pachi Inspector saheb, "
4547,GM,Tamara bdha video joya ho jigli and khajur full moj ave ho
4549,GM,Va Maja Avi gayi
4553,GM,Khajur bhai Tamara video mane bhuj gami 6
4554,GM,Khajur bhai Navi movie bunai 2
4555,GM,Nahu pichar bnaeda Khajur Bhai
4556,GM,Khajur bhai na friends Mari channel pan subscribe Kari lejo  Desai brothers nam che
4562,GM,wahh nice video khajur bhai avaj video banavta raho bas a ne ame jota rahiye
4563,GM,ha moj ha khajurbhai
4568,GM,jene jene khajur pasnd hoi mane like kare
4570,GM,Court Ni tarikh 2 pan banavo
4573,GM,Wah khajurbhai moj aavi gay
4574,GM,Superb video khajur bhai
4576,GM,Super  jordar  khajur  bhai
4582,GM,Ha khajur Bhai ni moj ha
4583,GM,Savan no.avaj saras che 
4586,GM,judge no avaj funny chhe
4587,GM,Zordar entry
4590,GM,Jordarrrr
4594,GM,Jordar
4595,GM,Bakvas video che mtlb vagarno sav ðŸ˜‚ðŸ˜‚
4596,GM,Sohil ni comedy you tube video khajur bhai ok
4597,GM,#sohilnicomedy
4598,GM,Kajur bhai tame  Rajkoat MA reaskos aYo  mane kejo
4601,GM,Hu una thi su kajur bhai
4602,GM,Bav moto fan chu tamaro
4603,GM,Khajur bhai nu swaymver
4604,GM,Tamaro program karva
4606,GM,Dhrangadhra avo ne
4607,GM,Tamara badha video Jordar j hoy che
4608,GM,ane te boys ne fasavi dey se 376 ma tena mate video banavo sir.jem beti basav se tem beta basav start thay evi esa se
4609,GM,sir tame ek avo video banavo ke  atiyare boys jode girls love kare tyar bad girls na mom papa ne khaber pade tyar bad girls fari jay se 
4610,GM,Judge ni acting bov kharab hati
4612,GM,Bachan saheb ghara divse dekhaya
4616,GM,"hu tamaro bov bov bov j moto fan 6u yr 
"
4617,GM,3:27 kadhi muko badhay ne ðŸ¤£ðŸ¤£
4618,GM,Kem 6o khajur bhai 
4619,GM,Jordar video Avo Video Mekoydi Nathi Joyo Wha
4620,GM,Maja avi gay bhai
4622,GM,Atyar sudhi no best video che
4626,GM,555subscriber Mubarak
4627,GM,Story khabar na padi
4628,GM,Aato amaru una
4629,GM,Wah
4630,GM,jordaar
4631,GM,Vha khajurbhai
4633,GM,Boo comedy bhai
4635,GM,Jordar Khajur
4636,GM,Khajur bhai magan nu week pehryu k su
4638,GM,Ha Moj ha
4639,GM,Gujarat ni best team
4640,GM,Maja padi gay
4641,GM,Jordar
4642,GM,"ke aee hale he tu upar chad khatghara ma ja MARU MANN THiYU ETLE "" hahahaha ðŸ¤£ðŸ˜‚ðŸ¤£"
4643,GM,Khare khar khajur bhai urf nitin bhai jani X aa video khub j zordaar che
4644,GM,kamaal kari ho baki.
4645,GM, ek pan videos miss nathi kaira me. 
4646,GM,Ane tame khajur bhai urf nitin bhai jani ji deewane kalakar vai ne ema avo kishore kumar na comedy level khare khar ðŸ¤£ðŸ˜‚ðŸ‘ŒðŸ»ðŸ‘ŒðŸ»ðŸ‘ŒðŸ» 
4648,GM,Una ni moj
4649,GM,10:20 Khajur bhai jyare ola kram chari ne ne kiye
4651,GM,Kyare banayis
4652,GM,Jordar acting
4653,GM,Board result no video banavo bhai
4655,GM,Mst comedy
4656,GM,Twitter ma accuont banavi dyo bijo koi fake banavi dese
4658,GM,Jene part 2 joiae a ahi like kre
4660,GM,Shanti rakho nahi to kadi nakho
4663,GM,Khajurbhai na video na concept ekdam hatke che
4664,GM,Super duper.. .. Gujarat no star.. ..
4665,GM,Superb..bhaijan ..  yar jaldi video banao .. rah jovay che tamara video ni... haid kari che ðŸ˜‚ðŸ˜‚
4669,GM,Khajur lukha pubg par video banay
4675,GM,Very good khajur Bhai same cort story aavaj video banavta raho
4678,GM,jordar
