,LABEL,COMMENT,comclean,cleaned,sen_len1,sen_len2,sen_len3,tokens
6444,HM,Kis kis ko ye gana achha laga wo mere photo ko tach kar ke mere chainal ko subscribe kare,Kis kis ko ye gana achha laga wo mere photo ko tach kar ke mere chainal ko subscribe kare,Kis kis ko ye gana achha laga wo mere photo ko tach kar ke mere chainal ko subscribe kare,89,89,89,"['kis', 'kis', 'ko', 'ye', 'gana', 'achha', 'laga', 'wo', 'mere', 'photo', 'ko', 'tach', 'kar', 'ke', 'mere', 'chainal', 'ko', 'subscribe', 'kare']"
6495,HM,Ek mere bhele ke liye like to banta hai,Ek mere bhele ke liye like to banta hai,Ek mere bhele ke liye like to banta hai,39,39,39,"['ek', 'mere', 'bhele', 'ke', 'liye', 'like', 'to', 'banta', 'hai']"
6504,HM,Bhole nath ke bhakt like kare,Bhole nath ke bhakt like kare,Bhole nath ke bhakt like kare,29,29,29,"['bhole', 'nath', 'ke', 'bhakt', 'like', 'kare']"
6511,HM,Gita ben me aapka fan hu rajasthanse,Gita ben me aapka fan hu rajasthanse,Gita ben me aapka fan hu rajasthanse,36,36,36,"['gita', 'ben', 'me', 'aapka', 'fan', 'hu', 'rajasthanse']"
6519,HM,Jay girdhari khush rage dunya  sari,Jay girdhari khush rage dunya  sari,Jay girdhari khush rage dunya  sari,35,35,35,"['jay', 'girdhari', 'khush', 'rage', 'dunya', 'sari']"
6528,HM,Kya voice he Gita Ben ki ohhh hoooo mind blowing,Kya voice he Gita Ben ki ohhh hoooo mind blowing,Kya voice he Gita Ben ki ohhh hoooo mind blowing,48,48,48,"['kya', 'voice', 'he', 'gita', 'ben', 'ki', 'ohhh', 'hoooo', 'mind', 'blowing']"
6532,HM,Hindi mai hota to our b acha hona c,Hindi mai hota to our b acha hona c,Hindi mai hota to our b acha hona c,35,35,35,"['hindi', 'mai', 'hota', 'to', 'our', 'b', 'acha', 'hona', 'c']"
6542,HM,Apki awaj me ek alag hi andaj he🙏,Apki awaj me ek alag hi andaj he🙏,Apki awaj me ek alag hi andaj he,33,33,32,"['apki', 'awaj', 'me', 'ek', 'alag', 'hi', 'andaj', 'he']"
6552,HM,geeta g aap ko bohot namah kuki songs dhamal machayenge.,geeta g aap ko bohot namah kuki songs dhamal machayenge,geeta g aap ko bohot namah kuki songs dhamal machayenge,56,55,55,"['geeta', 'g', 'aap', 'ko', 'bohot', 'namah', 'kuki', 'songs', 'dhamal', 'machayenge']"
6557,HM,..itne din ke bad lebel song or to aap ke gaan fav....,itne din ke bad lebel song or to aap ke gaan fav,itne din ke bad lebel song or to aap ke gaan fav,54,48,48,"['itne', 'din', 'ke', 'bad', 'lebel', 'song', 'or', 'to', 'aap', 'ke', 'gaan', 'fav']"
6559,HM,Geeta bahan yah gana aapka bahut Sundar hai Har Har Mahadev,Geeta bahan yah gana aapka bahut Sundar hai Har Har Mahadev,Geeta bahan yah gana aapka bahut Sundar hai Har Har Mahadev,59,59,59,"['geeta', 'bahan', 'yah', 'gana', 'aapka', 'bahut', 'sundar', 'hai', 'har', 'har', 'mahadev']"
6574,HM,Modi हे तो सब kuch Mumkin है.,Modi हे तो सब kuch Mumkin है,Modi हे तो सब kuch Mumkin है,29,28,28,"['modi', 'हे', 'तो', 'सब', 'kuch', 'mumkin', 'है']"
6579,HM,"Sir, cricket pich length  20 mters hoti he.",Sir cricket pich length  20 mters hoti he,Sir cricket pich length  20 mters hoti he,43,41,41,"['sir', 'cricket', 'pich', 'length', '20', 'mters', 'hoti', 'he']"
