,LABEL,COMMENT,comclean,cleaned,sen_len1,sen_len2,sen_len3,tokens
727,EP,Good work sir,Good work sir,Good work sir,13,13,13,"['good', 'work', 'sir']"
737,EP,I m waiting for exam,I m waiting for exam,I m waiting for exam,20,20,20,"['i', 'm', 'waiting', 'for', 'exam']"
757,EP,Nice video...superb Sir ..god bless you,Nice videosuperb Sir god bless you,Nice videosuperb Sir god bless you,39,34,34,"['nice', 'videosuperb', 'sir', 'god', 'bless', 'you']"
758,EP,Nice video sir 😊,Nice video sir 😊,Nice video sir ,16,15,15,"['nice', 'video', 'sir', '']"
759,EP,Very nice video,Very nice video,Very nice video,15,15,15,"['very', 'nice', 'video']"
761,EP,Nice explanations 👌,Nice explanations 👌,Nice explanations ,19,18,18,"['nice', 'explanations', '']"
764,EP,thanks  #krutikakidsworld,thanks  krutikakidsworld,thanks  krutikakidsworld,25,24,24,"['thanks', 'krutikakidsworld']"
765,EP,God bless you..it helped me a lot.... ,God bless youit helped me a lot ,God bless youit helped me a lot ,38,32,32,"['god', 'bless', 'youit', 'helped', 'me', 'a', 'lot', '']"
767,EP,the best lecture...Thank you so much Sir …,the best lectureThank you so much Sir …,the best lectureThank you so much Sir ,42,38,38,"['the', 'best', 'lecturethank', 'you', 'so', 'much', 'sir', '']"
769,EP,Best lecture thank you so much sir,Best lecture thank you so much sir,Best lecture thank you so much sir,34,34,34,"['best', 'lecture', 'thank', 'you', 'so', 'much', 'sir']"
772,EP,very nice saheb,very nice saheb,very nice saheb,15,15,15,"['very', 'nice', 'saheb']"
773,EP,Thank you sir,Thank you sir,Thank you sir,13,13,13,"['thank', 'you', 'sir']"
777,EP,Nice video sir....superb godbless you,Nice video sirsuperb godbless you,Nice video sirsuperb godbless you,37,33,33,"['nice', 'video', 'sirsuperb', 'godbless', 'you']"
798,EP,.thanks for covering everything in a single lecture its super easy....thanks,thanks for covering everything in a single lecture its super easythanks,thanks for covering everything in a single lecture its super easythanks,76,71,71,"['thanks', 'for', 'covering', 'everything', 'in', 'a', 'single', 'lecture', 'its', 'super', 'easythanks']"
801,EP,I am preparing constitution it will help me to revision...,I am preparing constitution it will help me to revision,I am preparing constitution it will help me to revision,58,55,55,"['i', 'am', 'preparing', 'constitution', 'it', 'will', 'help', 'me', 'to', 'revision']"
804,EP,hii Sir,hii Sir,hii Sir,7,7,7,"['hii', 'sir']"
806,EP,Super,Super,Super,5,5,5,['super']
815,EP,super super sir 👌👌👌👌,super super sir 👌👌👌👌,super super sir ,20,16,16,"['super', 'super', 'sir', '']"
824,EP,Good sir,Good sir,Good sir,8,8,8,"['good', 'sir']"
836,EP,Nice sir,Nice sir,Nice sir,8,8,8,"['nice', 'sir']"
837,EP,Good sir I prauad of you sir  malthari shmaj,Good sir I prauad of you sir  malthari shmaj,Good sir I prauad of you sir  malthari shmaj,44,44,44,"['good', 'sir', 'i', 'prauad', 'of', 'you', 'sir', 'malthari', 'shmaj']"
840,EP,Very very nice,Very very nice,Very very nice,14,14,14,"['very', 'very', 'nice']"
842,EP,Thanks sir,Thanks sir,Thanks sir,10,10,10,"['thanks', 'sir']"
843,EP,Good revision sirjiii,Good revision sirjiii,Good revision sirjiii,21,21,21,"['good', 'revision', 'sirjiii']"
847,EP,Thank you,Thank you,Thank you,9,9,9,"['thank', 'you']"
853,EP,I very happy sir,I very happy sir,I very happy sir,16,16,16,"['i', 'very', 'happy', 'sir']"
854,EP,Super sir,Super sir,Super sir,9,9,9,"['super', 'sir']"
859,EP,Supp sir👌♥️,Supp sir👌♥️,Supp sir,11,8,8,"['supp', 'sir']"
870,EP,Nice bharvad saheb,Nice bharvad saheb,Nice bharvad saheb,18,18,18,"['nice', 'bharvad', 'saheb']"
875,EP,Nice sir,Nice sir,Nice sir,8,8,8,"['nice', 'sir']"
880,EP,Superrrrrrrrrrrrrrrrrrrrrrrrr ho ANIL BHARVAD (SIR),Superrrrrrrrrrrrrrrrrrrrrrrrr ho ANIL BHARVAD SIR,Superrrrrrrrrrrrrrrrrrrrrrrrr ho ANIL BHARVAD SIR,51,49,49,"['superrrrrrrrrrrrrrrrrrrrrrrrr', 'ho', 'anil', 'bharvad', 'sir']"
881,EP,supar sar,supar sar,supar sar,9,9,9,"['supar', 'sar']"
883,EP,Super,Super,Super,5,5,5,['super']
886,EP,Thanks you so much sir 👌👌👌,Thanks you so much sir 👌👌👌,Thanks you so much sir ,26,23,23,"['thanks', 'you', 'so', 'much', 'sir', '']"
889,EP,Thanks sir god blash you,Thanks sir god blash you,Thanks sir god blash you,24,24,24,"['thanks', 'sir', 'god', 'blash', 'you']"
890,EP,Thank you so much,Thank you so much,Thank you so much,17,17,17,"['thank', 'you', 'so', 'much']"
891,EP,very nice sir,very nice sir,very nice sir,13,13,13,"['very', 'nice', 'sir']"
895,EP,Pl.....send materail,Plsend materail,Plsend materail,20,15,15,"['plsend', 'materail']"
897,EP,Jordaar ....soo much useful lecture,Jordaar soo much useful lecture,Jordaar soo much useful lecture,35,31,31,"['jordaar', 'soo', 'much', 'useful', 'lecture']"
898,EP,Good video,Good video,Good video,10,10,10,"['good', 'video']"
902,EP,Good sir,Good sir,Good sir,8,8,8,"['good', 'sir']"
903,EP,Supar,Supar,Supar,5,5,5,['supar']
905,EP,Very nice lecture 👍 👌,Very nice lecture 👍 👌,Very nice lecture  ,21,19,19,"['very', 'nice', 'lecture', '']"
909,EP,Thanks sir jay dwarkadhish,Thanks sir jay dwarkadhish,Thanks sir jay dwarkadhish,26,26,26,"['thanks', 'sir', 'jay', 'dwarkadhish']"
910,EP,SUPPER,SUPPER,SUPPER,6,6,6,['supper']
913,EP,Thank u...,Thank u,Thank u,10,7,7,"['thank', 'u']"
914,EP,"Sir thank you ,thank  you, thank you ...",Sir thank you thank  you thank you ,Sir thank you thank  you thank you ,40,35,35,"['sir', 'thank', 'you', 'thank', 'you', 'thank', 'you', '']"
915,EP,Amazing,Amazing,Amazing,7,7,7,['amazing']
917,EP,Thanks... again sar,Thanks again sar,Thanks again sar,19,16,16,"['thanks', 'again', 'sar']"
918,EP,Very good sir tnx,Very good sir tnx,Very good sir tnx,17,17,17,"['very', 'good', 'sir', 'tnx']"
923,EP,Thank you so much sir 👍👍👍,Thank you so much sir 👍👍👍,Thank you so much sir ,25,22,22,"['thank', 'you', 'so', 'much', 'sir', '']"
925,EP,Tx sir,Tx sir,Tx sir,6,6,6,"['tx', 'sir']"
927,EP,Thank you sir,Thank you sir,Thank you sir,13,13,13,"['thank', 'you', 'sir']"
929,EP,Super,Super,Super,5,5,5,['super']
932,EP,Thanks god,Thanks god,Thanks god,10,10,10,"['thanks', 'god']"
933,EP,Nice sir,Nice sir,Nice sir,8,8,8,"['nice', 'sir']"
934,EP,Thanks sir,Thanks sir,Thanks sir,10,10,10,"['thanks', 'sir']"
935,EP,Very nice sir,Very nice sir,Very nice sir,13,13,13,"['very', 'nice', 'sir']"
936,EP,Osm sir,Osm sir,Osm sir,7,7,7,"['osm', 'sir']"
939,EP,Thank you,Thank you,Thank you,9,9,9,"['thank', 'you']"
941,EP,U are great sir🙏🙏🙏,U are great sir🙏🙏🙏,U are great sir,18,15,15,"['u', 'are', 'great', 'sir']"
942,EP,Superbb work sir...excellent teaching power..bestest video ever.....👏👏👏👏👏,Superbb work sirexcellent teaching powerbestest video ever👏👏👏👏👏,Superbb work sirexcellent teaching powerbestest video ever,73,58,58,"['superbb', 'work', 'sirexcellent', 'teaching', 'powerbestest', 'video', 'ever']"
943,EP,Supper,Supper,Supper,6,6,6,['supper']
944,EP,Thank you so much saheb,Thank you so much saheb,Thank you so much saheb,23,23,23,"['thank', 'you', 'so', 'much', 'saheb']"
947,EP,Super video,Super video,Super video,11,11,11,"['super', 'video']"
948,EP,Good sir,Good sir,Good sir,8,8,8,"['good', 'sir']"
949,EP,Anil sir you are brilliant,Anil sir you are brilliant,Anil sir you are brilliant,26,26,26,"['anil', 'sir', 'you', 'are', 'brilliant']"
950,EP,Right sir,Right sir,Right sir,9,9,9,"['right', 'sir']"
952,EP,Great work....no word for Ur support 👌👌👌👌👌👌👌👌🙏🙏🙏🙏🙏🙏🙏🙏🙏,Great workno word for Ur support 👌👌👌👌👌👌👌👌🙏🙏🙏🙏🙏🙏🙏🙏🙏,Great workno word for Ur support ,54,33,33,"['great', 'workno', 'word', 'for', 'ur', 'support', '']"
953,EP,Good Sar,Good Sar,Good Sar,8,8,8,"['good', 'sar']"
955,EP,Good,Good,Good,4,4,4,['good']
956,EP,Thanks sir.ji,Thanks sirji,Thanks sirji,13,12,12,"['thanks', 'sirji']"
957,EP,SELUET sir,SELUET sir,SELUET sir,10,10,10,"['seluet', 'sir']"
960,EP,Thank you sr,Thank you sr,Thank you sr,12,12,12,"['thank', 'you', 'sr']"
963,EP,nice,nice,nice,4,4,4,['nice']
969,EP,Thank you,Thank you,Thank you,9,9,9,"['thank', 'you']"
970,EP,Thanks sir,Thanks sir,Thanks sir,10,10,10,"['thanks', 'sir']"
971,EP,Thanks sir,Thanks sir,Thanks sir,10,10,10,"['thanks', 'sir']"
972,EP,very very good video sir thank's,very very good video sir thanks,very very good video sir thanks,32,31,31,"['very', 'very', 'good', 'video', 'sir', 'thanks']"
973,EP,Superrrrrrrr duperrrrrrrrrrrr video,Superrrrrrrr duperrrrrrrrrrrr video,Superrrrrrrr duperrrrrrrrrrrr video,35,35,35,"['superrrrrrrr', 'duperrrrrrrrrrrr', 'video']"
974,EP,Mindblowing,Mindblowing,Mindblowing,11,11,11,['mindblowing']
975,EP,We salute to bharat academy Sir,We salute to bharat academy Sir,We salute to bharat academy Sir,31,31,31,"['we', 'salute', 'to', 'bharat', 'academy', 'sir']"
976,EP,Great lecture sir..thanks..,Great lecture sirthanks,Great lecture sirthanks,27,23,23,"['great', 'lecture', 'sirthanks']"
979,EP,"Very good trick sir 
 Thakar bless you always","Very good trick sir 
 Thakar bless you always","Very good trick sir 
 Thakar bless you always",45,45,45,"['very', 'good', 'trick', 'sir', 'thakar', 'bless', 'you', 'always']"
980,EP,Sir ji u are amazing.....superb.....guru ji.....,Sir ji u are amazingsuperbguru ji,Sir ji u are amazingsuperbguru ji,48,33,33,"['sir', 'ji', 'u', 'are', 'amazingsuperbguru', 'ji']"
982,EP,I am very proud of you  and God bless 6,I am very proud of you  and God bless 6,I am very proud of you  and God bless 6,39,39,39,"['i', 'am', 'very', 'proud', 'of', 'you', 'and', 'god', 'bless', '6']"
983,EP,I am very proud of you  and God bless 6,I am very proud of you  and God bless 6,I am very proud of you  and God bless 6,39,39,39,"['i', 'am', 'very', 'proud', 'of', 'you', 'and', 'god', 'bless', '6']"
984,EP,Very good sir,Very good sir,Very good sir,13,13,13,"['very', 'good', 'sir']"
985,EP,Thank  you sir  for lecture... It's really helpful for today's exam,Thank  you sir  for lecture Its really helpful for todays exam,Thank  you sir  for lecture Its really helpful for todays exam,67,62,62,"['thank', 'you', 'sir', 'for', 'lecture', 'its', 'really', 'helpful', 'for', 'todays', 'exam']"
986,EP,thank you sir.. it will be surely helpful for us..,thank you sir it will be surely helpful for us,thank you sir it will be surely helpful for us,50,46,46,"['thank', 'you', 'sir', 'it', 'will', 'be', 'surely', 'helpful', 'for', 'us']"
988,EP,Good,Good,Good,4,4,4,['good']
991,EP,"Thanks 
 Sir","Thanks 
 Sir","Thanks 
 Sir",12,12,12,"['thanks', 'sir']"
995,EP,Thank you sir,Thank you sir,Thank you sir,13,13,13,"['thank', 'you', 'sir']"
997,EP,Anil sir you are the best,Anil sir you are the best,Anil sir you are the best,25,25,25,"['anil', 'sir', 'you', 'are', 'the', 'best']"
1005,EP,Pls share player related to which sport  and stadium information.,Pls share player related to which sport  and stadium information,Pls share player related to which sport  and stadium information,65,64,64,"['pls', 'share', 'player', 'related', 'to', 'which', 'sport', 'and', 'stadium', 'information']"
1009,EP,"The rings to represent the five participating continents: Africa, Asia, America, Australia and Europe",The rings to represent the five participating continents Africa Asia America Australia and Europe,The rings to represent the five participating continents Africa Asia America Australia and Europe,101,97,97,"['the', 'rings', 'to', 'represent', 'the', 'five', 'participating', 'continents', 'africa', 'asia', 'america', 'australia', 'and', 'europe']"
1010,EP,Good working sir. .,Good working sir ,Good working sir ,19,17,17,"['good', 'working', 'sir', '']"
1011,EP,good,good,good,4,4,4,['good']
1012,EP,v.nice thank u sir.,vnice thank u sir,vnice thank u sir,19,17,17,"['vnice', 'thank', 'u', 'sir']"
1015,EP,thank u sir very nice video,thank u sir very nice video,thank u sir very nice video,27,27,27,"['thank', 'u', 'sir', 'very', 'nice', 'video']"
1017,EP,The colors of all indea at that time presents ,The colors of all indea at that time presents ,The colors of all indea at that time presents ,46,46,46,"['the', 'colors', 'of', 'all', 'indea', 'at', 'that', 'time', 'presents', '']"
1022,EP,u clean video recording voice 3,u clean video recording voice 3,u clean video recording voice 3,31,31,31,"['u', 'clean', 'video', 'recording', 'voice', '3']"
1023,EP,")u note waste our time (to other channel waste time extra details ,note usefull, confusing)Thank you",u note waste our time to other channel waste time extra details note usefull confusingThank you,u note waste our time to other channel waste time extra details note usefull confusingThank you,100,95,95,"['u', 'note', 'waste', 'our', 'time', 'to', 'other', 'channel', 'waste', 'time', 'extra', 'details', 'note', 'usefull', 'confusingthank', 'you']"
1025,EP,Like your channel & videos bacouse1,Like your channel  videos bacouse1,Like your channel  videos bacouse1,35,34,34,"['like', 'your', 'channel', 'videos', 'bacouse1']"
1026,EP, otherwise vidio is boring, otherwise vidio is boring, otherwise vidio is boring,26,26,26,"['', 'otherwise', 'vidio', 'is', 'boring']"
1032,EP,sir good and nice video,sir good and nice video,sir good and nice video,23,23,23,"['sir', 'good', 'and', 'nice', 'video']"
1035,EP,"Nice  video sir, 
 Thank you","Nice  video sir 
 Thank you","Nice  video sir 
 Thank you",28,27,27,"['nice', 'video', 'sir', 'thank', 'you']"
1037,EP,Im Sports men,Im Sports men,Im Sports men,13,13,13,"['im', 'sports', 'men']"
1046,EP,Bailiff model paper videos,Bailiff model paper videos,Bailiff model paper videos,26,26,26,"['bailiff', 'model', 'paper', 'videos']"
1047,EP,nice,nice,nice,4,4,4,['nice']
1048,EP,"Sir good try, but pls only sports nu current affairs par pan video banavo.",Sir good try but pls only sports nu current affairs par pan video banavo,Sir good try but pls only sports nu current affairs par pan video banavo,74,72,72,"['sir', 'good', 'try', 'but', 'pls', 'only', 'sports', 'nu', 'current', 'affairs', 'par', 'pan', 'video', 'banavo']"
1049,EP,Very nice sjr,Very nice sjr,Very nice sjr,13,13,13,"['very', 'nice', 'sjr']"
1050,EP,"The rings represent 5 world continents, Africa, Asia, America, Europe and Oceania",The rings represent 5 world continents Africa Asia America Europe and Oceania,The rings represent 5 world continents Africa Asia America Europe and Oceania,81,77,77,"['the', 'rings', 'represent', '5', 'world', 'continents', 'africa', 'asia', 'america', 'europe', 'and', 'oceania']"
1051,EP,Nice,Nice,Nice,4,4,4,['nice']
1052,EP,Nice video... thanks,Nice video thanks,Nice video thanks,20,17,17,"['nice', 'video', 'thanks']"
1053,EP,khnd darsave che,khnd darsave che,khnd darsave che,16,16,16,"['khnd', 'darsave', 'che']"
1054,EP,very nice,very nice,very nice,9,9,9,"['very', 'nice']"
1058,EP,Nice sir,Nice sir,Nice sir,8,8,8,"['nice', 'sir']"
1059,EP,good video sir,good video sir,good video sir,14,14,14,"['good', 'video', 'sir']"
1060,EP,best video sir nd thanks for prepraid of us,best video sir nd thanks for prepraid of us,best video sir nd thanks for prepraid of us,43,43,43,"['best', 'video', 'sir', 'nd', 'thanks', 'for', 'prepraid', 'of', 'us']"
1061,EP,thanks,thanks,thanks,6,6,6,['thanks']
1063,EP,thank you....,thank you,thank you,13,9,9,"['thank', 'you']"
1064,EP,very good sir,very good sir,very good sir,13,13,13,"['very', 'good', 'sir']"
1065,EP,very good sir,very good sir,very good sir,13,13,13,"['very', 'good', 'sir']"
1066,EP,good sir,good sir,good sir,8,8,8,"['good', 'sir']"
1067,EP,very nice work,very nice work,very nice work,14,14,14,"['very', 'nice', 'work']"
1070,EP,only one one game na video Bana vo sir...........,only one one game na video Bana vo sir,only one one game na video Bana vo sir,49,38,38,"['only', 'one', 'one', 'game', 'na', 'video', 'bana', 'vo', 'sir']"
1073,EP,Nice,Nice,Nice,4,4,4,['nice']
1074,EP,nice video n thanks,nice video n thanks,nice video n thanks,19,19,19,"['nice', 'video', 'n', 'thanks']"
1075,EP,nice sir,nice sir,nice sir,8,8,8,"['nice', 'sir']"
1077,EP,Thank you sr,Thank you sr,Thank you sr,12,12,12,"['thank', 'you', 'sr']"
1078,EP,additional Knowledge  thanks good,additional Knowledge  thanks good,additional Knowledge  thanks good,33,33,33,"['additional', 'knowledge', 'thanks', 'good']"
1079,EP,Nice.....,Nice,Nice,9,4,4,['nice']
1080,EP,thanks sir,thanks sir,thanks sir,10,10,10,"['thanks', 'sir']"
1081,EP,"Good Sir  
 Plz upload tat exam related videos","Good Sir  
 Plz upload tat exam related videos","Good Sir  
 Plz upload tat exam related videos",46,46,46,"['good', 'sir', 'plz', 'upload', 'tat', 'exam', 'related', 'videos']"
1082,EP,"Txx sir 
 Send the short trick of ""games name"" plz sir.","Txx sir 
 Send the short trick of games name plz sir","Txx sir 
 Send the short trick of games name plz sir",55,52,52,"['txx', 'sir', 'send', 'the', 'short', 'trick', 'of', 'games', 'name', 'plz', 'sir']"
1083,EP,super video sir thanks,super video sir thanks,super video sir thanks,22,22,22,"['super', 'video', 'sir', 'thanks']"
1084,EP,super vido sir thanks,super vido sir thanks,super vido sir thanks,21,21,21,"['super', 'vido', 'sir', 'thanks']"
1095,EP,Explanation too slow be quick so more time we get to read other metrial,Explanation too slow be quick so more time we get to read other metrial,Explanation too slow be quick so more time we get to read other metrial,71,71,71,"['explanation', 'too', 'slow', 'be', 'quick', 'so', 'more', 'time', 'we', 'get', 'to', 'read', 'other', 'metrial']"
1096,EP,NICE VIDEO AND VERY GOOD SIR,NICE VIDEO AND VERY GOOD SIR,NICE VIDEO AND VERY GOOD SIR,28,28,28,"['nice', 'video', 'and', 'very', 'good', 'sir']"
1097,EP,Do more questions  related to  sports frequently,Do more questions  related to  sports frequently,Do more questions  related to  sports frequently,48,48,48,"['do', 'more', 'questions', 'related', 'to', 'sports', 'frequently']"
1098,EP,very useful video,very useful video,very useful video,17,17,17,"['very', 'useful', 'video']"
1099,EP,sir thank you,sir thank you,sir thank you,13,13,13,"['sir', 'thank', 'you']"
1100,EP,thanx sir most useful,thanx sir most useful,thanx sir most useful,21,21,21,"['thanx', 'sir', 'most', 'useful']"
1101,EP,Superb teaching,Superb teaching,Superb teaching,15,15,15,"['superb', 'teaching']"
1103,EP,"very useful vdieo 👌👌 and current pn sport na video ma kravjo  .  
 thank u so much sir..","very useful vdieo 👌👌 and current pn sport na video ma kravjo    
 thank u so much sir","very useful vdieo  and current pn sport na video ma kravjo    
 thank u so much sir",88,83,83,"['very', 'useful', 'vdieo', 'and', 'current', 'pn', 'sport', 'na', 'video', 'ma', 'kravjo', 'thank', 'u', 'so', 'much', 'sir']"
1106,EP,thank uu sir nice video,thank uu sir nice video,thank uu sir nice video,23,23,23,"['thank', 'uu', 'sir', 'nice', 'video']"
1109,EP,"The rings are composed of five interlocking rings, colored blue, yellow, black, green, and red on a white field, known as the ""Olympic rings"". The rings represent 5 world continents, Africa, Asia, America, Europe and Oceania.",The rings are composed of five interlocking rings colored blue yellow black green and red on a white field known as the Olympic rings The rings represent 5 world continents Africa Asia America Europe and Oceania,The rings are composed of five interlocking rings colored blue yellow black green and red on a white field known as the Olympic rings The rings represent 5 world continents Africa Asia America Europe and Oceania,225,211,211,"['the', 'rings', 'are', 'composed', 'of', 'five', 'interlocking', 'rings', 'colored', 'blue', 'yellow', 'black', 'green', 'and', 'red', 'on', 'a', 'white', 'field', 'known', 'as', 'the', 'olympic', 'rings', 'the', 'rings', 'represent', '5', 'world', 'continents', 'africa', 'asia', 'america', 'europe', 'and', 'oceania']"
1110,EP,"Very useful  material  sir,  very  thankful",Very useful  material  sir  very  thankful,Very useful  material  sir  very  thankful,43,42,42,"['very', 'useful', 'material', 'sir', 'very', 'thankful']"
1111,EP,good job sir,good job sir,good job sir,12,12,12,"['good', 'job', 'sir']"
1117,EP,"The Olympic flag has a white background, with five interlaced rings in the centre: blue, yellow, black, green and red. This design is symbolic; it represents the five continents of the world, united by Olympism, while the six colours are those that appear on all the national flags of the world at the present time. thanks sirrrr",The Olympic flag has a white background with five interlaced rings in the centre blue yellow black green and red This design is symbolic it represents the five continents of the world united by Olympism while the six colours are those that appear on all the national flags of the world at the present time thanks sirrrr,The Olympic flag has a white background with five interlaced rings in the centre blue yellow black green and red This design is symbolic it represents the five continents of the world united by Olympism while the six colours are those that appear on all the national flags of the world at the present time thanks sirrrr,329,319,319,"['the', 'olympic', 'flag', 'has', 'a', 'white', 'background', 'with', 'five', 'interlaced', 'rings', 'in', 'the', 'centre', 'blue', 'yellow', 'black', 'green', 'and', 'red', 'this', 'design', 'is', 'symbolic', 'it', 'represents', 'the', 'five', 'continents', 'of', 'the', 'world', 'united', 'by', 'olympism', 'while', 'the', 'six', 'colours', 'are', 'those', 'that', 'appear', 'on', 'all', 'the', 'national', 'flags', 'of', 'the', 'world', 'at', 'the', 'present', 'time', 'thanks', 'sirrrr']"
